시장명,소재지도로명주소,소재지지번주소,사용가능상품권,공중화장실 보유여부,주차장 보유여부
인왕시장,서울특별시 서대문구 홍제3동 298-7,서울 서대문구 홍제동 298번지 ,온누리상품권,Y,Y
남부종합시장,서울특별시 서초구 방배동 767-1,서울 서초구 방배본동 767-1 ,없음,Y,Y
양재시장,서울특별시 서초구 양재동 1-7,서울 서초구 양재1동 1-8 ,없음,Y,N
금남시장,서울특별시 성동구 금호동3가 326,서울 성동구 금호3가 326 ,온누리상품권,Y,N
뚝도시장,서울특별시 성동구 뚝섬로 396,서울 성동구 성수2가 335 ,온누리상품권,Y,N
마장축산물시장,서울특별시 성동구 마장동 31길 40,서울 성동구 마장동 510-3 ,온누리상품권,Y,N
성동용답상가시장,서울특별시 성동구 용답 19길 15-1,서울 성동구 용답동 49-5,온누리상품권,N,N
길음시장,서울특별시 성북구 길음1동 535-8,서울 성북구 길음동 535-8,온누리상품권,Y,N
석관황금시장,서울특별시 성북구 돌곶이로 22길 54-16,서울 성북구 석관동 279,온누리상품권,N,N
돈암시장,서울특별시 성북구 동소문로 18길 18,서울 성북구 동소문5가 59-21,온누리상품권,Y,N
석관시장,서울특별시 성북구 석관동 270-1,서울 성북구 석관동 270-1,온누리상품권,Y,Y
동소문스카이상가,서울특별시 성북구 성북로 4길 52,서울 성북구 돈암동 609-1 ,없음,Y,Y
장위전통시장,서울특별시 성북구 장위동 68-88,서울 성북구 장위동 68-225,온누리상품권,N,N
장위시장,서울특별시 성북구 장위로126 장위쇼핑,서울 성북구 장위동 238-496,없음,Y,Y
정릉시장,서울특별시 성북구 정릉동 400-15,서울 성북구 정릉동 400-15,온누리상품권,Y,Y
정릉아리랑시장,서울특별시 성북구 정릉로 26가길,서울 성북구 정릉동 142-4,온누리상품권,N,N
마천시장,서울특별시 송파구 마천동 140-23,서울 송파구 마천동 140-2 ,온누리상품권,Y,N
마천중앙시장,서울특별시 송파구 마천로 51가길 23,서울 송파구 마천동 129-3~153-5 ,온누리상품권,Y,Y
방이시장,서울특별시 송파구 방이동 124-20,서울 송파구 방이동 110-5~149-20 ,온누리상품권,Y,Y
석촌시장,서울특별시 송파구 송파대로 37길 40,서울 송파구 석촌동 254-1~297-42 ,온누리상품권,Y,N
새마을시장,서울특별시 송파구 잠실동 207-4,서울 송파구 잠실동 205-23~213  ,온누리상품권,Y,N
풍납시장,서울특별시 송파구 풍납동 142-1,서울 송파구 풍납동 78-2~484-23 ,온누리상품권,Y,Y
신영시장,서울특별시 양천구 곰달래길 13길 41,서울 양천구 신월1동 113,온누리상품권,Y,Y
목4동시장,서울특별시 양천구 목동 중앙남로 7길 8(목동 726-18),서울 양천구 목4동 738-1,온누리상품권,Y,N
목2동시장,서울특별시 양천구 목동 중앙북로 16길 3(목동),서울 양천구 목2동 526 ,없음,N,N
목3동시장,서울특별시 양천구 목동 중앙북로 6길 (목동),서울 양천구 목3동 610-19,온누리상품권,Y,N
신곡종합시장,서울특별시 양천구 신월동 575-17,서울 양천구 신월6동 575-17,온누리상품권,Y,Y
경창시장,서울특별시 양천구 오목로 9길 31(신월동),서울 양천구 신월2동 447-8,온누리상품권,Y,N
월정로시장,서울특별시 양천구 월정로 29길 3(신월동),서울 양천구 신월1동 114-1,없음,N,N
우성상가시장,서울특별시 양천구 자양로 78(신월동),서울 양천구 신월7동 928-1,온누리상품권,Y,Y
신정제일시장,서울특별시 양천구 중앙로 34길 30,서울 양천구 신정동 1030-6,온누리상품권,Y,N
영등포유통상가,서울특별시 영등포구 당산동 2가 30-2,서울 영등포구 당산동2가 30-2,온누리상품권,Y,Y
도림시장,서울특별시 영등포구 도림동 176,서울 영등포구 도영로 50,온누리상품권,N,Y
대신시장,서울특별시 영등포구 도신로 60길 7,서울 영등포구 신길동 116-15,온누리상품권,Y,N
대림중앙시장,서울특별시 영등포구 디지털로 49길 13-1,서울 영등포구 대림동 1075-47,온누리상품권,Y,N
영일시장,서울특별시 영등포구 문래 3가 10번지,서울 영등포구 문래동3가 10,온누리상품권,Y,Y
양남시장,서울특별시 영등포구 선유로 24길 4,서울 영등포구 양평동 1가 28-14,온누리상품권,N,N
사러가시장,서울특별시 영등포구 신길로 155,서울 영등포구 신길동 254-1,온누리상품권,Y,Y
영등포기계상가,서울특별시 영등포구 영등포고 39,서울 영등포구 양평동1가 247,없음,Y,Y
삼구시장,서울특별시 영등포구 영등포로 219,서울 영등포구 영등포등5가 19,온누리상품권,Y,N
영신상가,서울특별시 영등포구 영등포로 225,서울 영등포구 영등포동5가 18,온누리상품권,Y,N
동남상가,서울특별시 영등포구 영등포로 37길 4,서울 영등포구 영등포동5가 24,없음,Y,N
보광시장,서울특별시 용산구 보광로30 (보광동) 지층,서울 용산구 보광동 260-8번지,온누리상품권,Y,Y
이촌종합시장,서울특별시 용산구 이촌로 77길 19,서울 용산구 이촌동 301-154번지,온누리상품권,Y,Y
이태원시장,서울특별시 용산구 이태원로 14길 6,서울 용산구 이태원동 56-9번지,없음,Y,N
후암시장,서울특별시 용산구 한강대로 104길 77,서울 용산구 후암동 103번지,온누리상품권,Y,Y
만리시장,서울특별시 용산구 효창원로 260-1,서울 용산구 서계동 260-1번지,온누리상품권,Y,N
용문종합시장,서울특별시 용산구 효창원로 40길 13,서울 용산구 용문동 41-17 ,온누리상품권,N,N
용문시장,서울특별시 용산구 효창원로 42길,서울 용산구 용문동 42번지,온누리상품권,Y,N
연서시장,서울특별시 은평구 불광동 310-263,서울 은평구 불광동 310-131,온누리상품권,Y,N
역촌중앙시장,서울특별시 은평구 연서로 17길 18-6,서울 은평구 갈현동 467-1번지,온누리상품권,Y,N
녹번시장,서울특별시 은평구 은평로 204-4(응암동),서울 은평구 응암동 74-7번지,없음,Y,Y
대림시장,서울특별시 은평구 응암동 300-10 ,서울 은평구 응암동 754-1번지,온누리상품권,Y,N
신응암시장,서울특별시 은평구 응암동 427-130,서울 은평구 응암동 427번지-113~130,온누리상품권,N,Y
대림골목시장,서울특별시 은평구 응암동 602,"서울 은평구 응암동 602-1~31,750-1~695-22",온누리상품권,N,N
증산종합시장,서울특별시 은평구 증산동 184-9,서울 은평구 증산동 184-9번지,없음,Y,N
대조시장,서울특별시 은평구 진흥로 153,"서울 은평구 대조동 12,26번지",온누리상품권,Y,Y
제일시장,서울특별시 은평구 통일로731 (대조동),"서울 은평구 대조동 14-1,21번지",없음,Y,N
동대문종합시장,서울특별시 종로구 226,서울 종로구 종로6가  289-42,없음,Y,Y
신설종합시장,서울특별시 종로구 난경로 27길 51,서울 종로구 숭인동 206-9,없음,Y,N
통인시장,서울특별시 종로구 자하문로 15길 18,서울 종로구 통인동 46-30,온누리상품권,Y,N
동대문종합시장D동상가,서울특별시 종로구 종로 6가동 270-3,서울 종로구 종로6가  270-3,온누리상품권,Y,N
종로신진시장,서울특별시 종로구 종로5가 38길 16,서울 종로구 종로5가 225-21,온누리상품권,Y,N
광장시장,서울특별시 종로구 창경궁로 88,서울 종로구 예지동 6-1,온누리상품권,Y,N
동문시장㈜,서울특별시 종로구 창신동 437,서울 종로구 창신동 437,없음,Y,N
한일상가,서울특별시 종로구 청계천로 229,서울 종로구 종로5가 314-7,온누리상품권,Y,Y
삼익패션타운,서울특별시 중구 남대문 시장 8길 7,서울 중구 남창동 5번지,온누리상품권,Y,Y
자유상가,서울특별시 중구 남대문로 36,서울 중구 회현동1가 202,없음,Y,N
서울남대문시장,서울특별시 중구 남대문시장 4길 21,서울 중구 남창동 49번지,온누리상품권,Y,N
숭례문수입상가,서울특별시 중구 남창동 51-1,서울 중구 남창동 51-1번지,없음,Y,Y
신중부시장,서울특별시 중구 동호로 33길 24,서울 중구 오장동 44-12,온누리상품권,N,N
방산종합시장,서울특별시 중구 동호로 37-20 상가관리사무소,서울 중구 주교동 19-1번지,없음,Y,Y
약수시장,서울특별시 중구 동호로7길 31,서울 중구 신당동 372-4,온누리상품권,Y,N
에리어식스(현.벨포스트),서울특별시 중구 마장로 19,서울 중구 신당동 776번지,없음,Y,Y
광희패션몰,서울특별시 중구 마장로 1길 21,서울 중구 신당동 777번지,온누리상품권,Y,Y
제일평화시장,서울특별시 중구 마장로 청계6 13,서울 중구 신당동 775,없음,Y,Y
테크노상가,서울특별시 중구 신당동 213-51,서울 중구 신당동 213-51,온누리상품권,Y,Y
신평화패션타운,서울특별시 중구 신당동 217,서울 중구 신당동 217-11,온누리상품권,Y,N
동평화패션타운,서울특별시 중구 신당동 217-92,"서울 중구 신당동 217-92, 95~97",온누리상품권,Y,N
중부시장,서울특별시 중구 오장동,서울 중구 오장동 139-11번지,온누리상품권,Y,N
대림상가,서울특별시 중구 을지4가 157,서울 중구 을지로4가 9-6 ,없음,Y,N
남평화시장,서울특별시 중구 장춘단로 282-10,서울 중구 신당동 772번지,없음,Y,N
동화상가,서울특별시 중구 장충단로 13길 34,서울 중구 을지로6가 17-415번지,온누리상품권,Y,Y
통일상가,서울특별시 중구 청계천로 274,서울 중구 을지로6가 17번지,온누리상품권,Y,N
평화시장,서울특별시 중구 청계천로 274,서울 중구 을지로6가 17번지,온누리상품권,Y,N
청평화시장,서울특별시 중구 청계천로 334,서울 중구 신당동 217-91번지,없음,Y,N
서울중앙시장,서울특별시 중구 퇴계로 85길 36(황학동),서울 중구 황학동 409번지,온누리상품권,Y,N
중랑교종합상가,서울특별시 중랑교 망우로 32길 23,서울 중랑구 상봉동 129-9,온누리상품권,Y,Y
우림골목시장,서울특별시 중랑구 망우동 62길 52-4,서울 중랑구 망우동 463-44,온누리상품권,Y,Y
면목골목시장,서울특별시 중랑구 면목7동 660-15,서울 중랑구 면목동 352-1,온누리상품권,Y,N
면목시장,서울특별시 중랑구 면목로 39길 11 카멜리아 쇼핑,서울 중랑구 면목동 650,온누리상품권,Y,Y
사가정시장,서울특별시 중랑구 면목로 48길 8,서울 중랑구 면목동 472-45,온누리상품권,N,N
동원시장,서울특별시 중랑구 면목로 74길 45 동원시장,서울 중랑구 면목동 101-1,온누리상품권,Y,N
신아타운,서울특별시 중랑구 봉화산로 194,서울 중랑구 신내동 666 ,없음,Y,Y
동성타워프라자,서울특별시 중랑구 봉화산로 221,서울 중랑구 신내동 786,없음,Y,Y
동부골목시장,서울특별시 중랑구 상봉동 130-161,서울 중랑구 상봉동 130-157,온누리상품권,N,N
동원골목시장,서울특별시 중랑구 상봉로 49,서울 중랑구 면목동 74-1외 64필지,온누리상품권,N,N
태능엔터피아,서울특별시 중랑구 중화동 314-1,서울 중랑구 중화동 314-1,없음,Y,Y
금남대평시장,세종특별시 금남면 대평시장 1길 205-42,세종 세종시 금남면 용포리 205-42번지 ,온누리상품권,Y,Y
부강전통시장,세종특별시 부강면 부강5길 18,세종 세종시 부용면 부강리 ,온누리상품권,Y,Y
전의전통시장,세종특별시 전의면 운주산로 1185,세종 세종시 전의면 장터길 27 ~ 33 외 2필지  ,온누리상품권,Y,Y
세종전통시장,세종특별시 조치원읍 정리 19-1,"세종 세종시 조치원읍 원리 7-1, 정리 86-1 ",온누리상품권,Y,Y
(주)야음시장,울산광역시 남구 815-22,울산 남구 야음동 815-22번지 ,온누리상품권,Y,Y
울산산업공구월드,울산광역시 남구 삼산동 1591-4,울산 남구 삼산동 1591-4번지 ,온누리상품권,Y,N
수암상가시장,울산광역시 남구 수암로 128번기 ㄹ12,울산 남구 야음동 697-9번지 ,온누리상품권,Y,N
울산번개시장,울산광역시 남구 신선로 184번길 46-1,울산 남구 야음동 375-55번지 ,온누리상품권,Y,N
신정평화시장,울산광역시 남구 신정동 1600-3,울산 남구 신정동 1600-3번지 ,온누리상품권,Y,Y
신정상가시장,울산광역시 남구 신정동 634-10,울산 남구 신정동 634-10번지 ,온누리상품권,Y,N
수암종합시장,울산광역시 남구 야음동 698-1,울산 남구 야음동 698-1번지 ,온누리상품권,Y,N
야음상가시장,울산광역시 남구 야음동 815-10,울산 남구 야음동 815-10번지 ,온누리상품권,Y,N
(주)신정시장,울산광역시 남구 월평로 47번길 7,울산 남구 신정동 630-1번지 ,온누리상품권,Y,N
동부시장,울산광역시 동구 동부동 310-15,울산 동구 동부동 310-15번지 ,온누리상품권,Y,N
남목시장,울산광역시 동구 동부동 316-2,울산 동구 동부동 310-2번지 ,온누리상품권,Y,N
남목시티시장,울산광역시 동구 동북동 303-3,울산 동구 동부동 303-3외 1필지 ,온누리상품권,Y,Y
동울산종합시장,울산광역시 동구 진성14길 77,울산 동구 전하동 661-1번지 ,온누리상품권,Y,Y
대송농수산물시장,울산광역시 동구 화정동 171-4,울산 동구 화정동 171-4번지 ,온누리상품권,Y,N
월봉시장,울산광역시 동구 화정동 640-17,울산 동구 화정동 640-17번지 ,온누리상품권,Y,N
호계공설시장,울산광역시 북구 호계3길 17-11,울산 북구 호계동 869-1번지 ,온누리상품권,Y,N
덕신2차시장,울산광역시 울주군 덕신리 429,울산 울주군 온산읍 덕신리 429 ,온누리상품권,Y,Y
봉계공설시장,울산광역시 울주군 두동면 봉계리525,울산 울주군 두동면 봉계리 525 ,온누리상품권,Y,Y
언양종합상가시장,울산광역시 울주군 언양읍 남부리 124-2,울산 울주군 언양읍 남부리 124-2번지 ,온누리상품권,Y,N
언양공설시장,울산광역시 울주군 언양읍 남부리 336-20,울산 울주군 언양읍 남부리 336-20외 ,없음,Y,N
덕신1차시장,울산광역시 울주군 온산읍 온덕1길 25,울산 울주군 온산읍 덕신리 1280-21 ,온누리상품권,Y,N
남창옹기종기시장,울산광역시 울주군 온양읍 남창리 146,울산 울주군 온양읍 남창리 146 ,없음,Y,Y
곡천공설시장,울산광역시 울주군 웅촌면 곡천리 320-2,울산 울주군 웅촌면 곡천리 320-2번지,없음,Y,Y
덕하시장(덕하공설시장),울산광역시 울주군 청량면 덕마리 578,울산 울주군 청량면 덕하리 578 ,온누리상품권,Y,N
울산시장,울산광역시 중구 구교로 35,울산 중구 학산동 47-10 ,온누리상품권,Y,Y
병영시장,울산광역시 중구 남외동 257-1,울산 중구 남외동 257-1 ,온누리상품권,Y,N
선우시장,울산광역시 중구 남외동 385-3,울산 중구 남외동 385-3 ,온누리상품권,Y,N
반구시장,울산광역시 중구 반구동,울산 중구 반구동 453-39 ,온누리상품권,Y,N
신울산종합시장,울산광역시 중구 반구동 100-1,울산 중구 반구동 100-1 ,온누리상품권,Y,Y
학성종합시장,울산광역시 중구 새치로 28,울산 중구 학성동 467-1,없음,Y,N
서동시장,울산광역시 중구 서동 143-5,울산 중구 서동 39-4 ,온누리상품권,Y,N
성남프라자,울산광역시 중구 성남동 190-239,울산 중구 성남동 190-239 ,온누리상품권,Y,Y
우정시장,울산광역시 중구 우정동 285-1,울산 중구 우정동 285-1 ,온누리상품권,Y,N
중앙전통시장,울산광역시 중구 중앙시장길,울산 중구 옥교동 96-4 ,온누리상품권,Y,N
옥골시장,울산광역시 중구 중앙시장길 17-7,울산 중구 옥교동 127-15 ,온누리상품권,Y,N
학성새벽시장,울산광역시 중구 학성동 359-2,울산 중구 학성동 359-2 ,온누리상품권,Y,Y
구역전시장,울산광역시 중구 학성동 434-7,울산 중구 학성동 434-7 ,온누리상품권,Y,Y
구역전전통시장,울산광역시 중구 학성동 435-5,울산 중구 학성동 435-5 ,온누리상품권,Y,N
역전시장,울산광역시 중구 학성동 436-20,울산 중구 학성동 436-20 ,온누리상품권,Y,Y
태화종합시장,울산광역시 중구 화진 4길 20,울산 중구 태화동 23-7 ,온누리상품권,Y,Y
강화중앙시장(a동b동),인천광역시 강화군 강화읍 강화대로 429,인천 강화군 강화읍 강화대로 429 ,온누리상품권,Y,Y
강화풍물시장,인천광역시 강화군 강화읍 중앙로 17-9,인천 강화군 강화읍 중앙로 17-9 ,온누리상품권,Y,Y
강화터미널상가,인천광역시 강화군 강화읍 중앙로 43,인천 강화군 강화읍 중앙로43 ,온누리상품권,Y,Y
계산시장,인천광역시 계양구 계산동 960-27,인천 계양구 계산동 960-26 ,온누리상품권,Y,Y
병방시장,인천광역시 계양구 병방동 계양3로 215번길 8번 지하1호,인천 계양구 병방동 392 ,온누리상품권,Y,N
작전시장,인천광역시 계양구 작전시장로 16,인천 계양구 작전동 862 ,온누리상품권,N,N
석바위시장,인천광역시 남구 경원대로 지하 848,인천 남구 주안동 952-1 ,온누리상품권,Y,N
토지금고시장,인천광역시 남구 낙섬중로 32번길 21,인천 남구 용현동 617-99 ,온누리상품권,Y,Y
제일시장,인천광역시 남구 도화동 458,인천 남구 도화동 429-38 ,없음,Y,N
인천용현시장,인천광역시 남구 용삼길 13,인천 남구 용현동 492-86 ,온누리상품권,Y,Y
신기시장,인천광역시 남구 인하로 262번길 34,인천 남구 주안동 1341번지 일원 ,온누리상품권,Y,Y
인천남부종합시장,인천광역시 남구 인하로 274-30,인천 남구 주안동 1315 ,온누리상품권,Y,Y
숭의평화시장,인천광역시 남구 참외전로 309,인천 남구 숭의동 124-38 ,없음,Y,N
학익시장,인천광역시 남구 한나루로 400,인천 남구 학익동 270-3 ,온누리상품권,Y,N
인천용남시장,인천광역시 남구 한나루로 501번길 21,인천 남구 용현동 4-2 ,온누리상품권,N,N
간석자유시장,인천광역시 남동구 간석동 41번지,인천 남동구 간석3동 41 ,온누리상품권,Y,N
구월도매시장,인천광역시 남동구 구월동 1175-15 3층,인천 남동구 구월동 1175-15,온누리상품권,N,Y
만수시장,인천광역시 남동구 만수로 27번길 10-1,인천 남동구 만수2동 868-4,온누리상품권,Y,N
장승백이시장,인천광역시 남동구 인주대로 888번길 27,인천 남동구 만수6동 1082-6,온누리상품권,Y,Y
구월시장,인천광역시 남동구 호구포도 790번길 21-13,인천 남동구 구월4동 1265,온누리상품권,Y,Y
인천모래내전통시장,인천광역시 남동구 호구포로 800번길 28,인천 남동구 구월4동 1264,온누리상품권,Y,Y
송현시장,인천광역시 동구 금송로 65-2,인천 동구 송현동 90,온누리상품권,Y,Y
인천산업유통사업협동조합,인천광역시 동구 방축로 83번길 23,인천 동구 송림4동 294,온누리상품권,Y,Y
송림공구상가,인천광역시 동구 봉수대로 98,인천 동구 송림동 296,없음,Y,Y
현대시장,인천광역시 동구 샛골로 1627-8,인천 동구 송림동 50,온누리상품권,Y,Y
동부시장,인천광역시 동구 샛골로 162번길,인천 동구 송림동 50,온누리상품권,Y,Y
중앙시장,인천광역시 동구 중앙로 23,인천 동구 금곡동 1-2외 12,없음,N,N
송현자유시장,인천광역시 동구 화도진로 43번길 9,인천 동구 송현동 100,없음,Y,N
부일종합시장,인천광역시 부평구 경인로 1118번길 18,인천 부평구 일신동 107,온누리상품권,Y,N
부평자유시장,인천광역시 부평구 대정로 50,인천 부평구 부평동 210-2,온누리상품권,Y,N
부평문화의거리,인천광역시 부평구 문화로 78,인천 부평구 부평문화로 201-43,온누리상품권,Y,N
십정종합시장,인천광역시 부평구 배곶남로 21번길 18,인천 부평구 십정동 321-1,온누리상품권,Y,N
진흥종합시장,인천광역시 부평구 부흥로 304번길 27,인천 부평구 부평4동 252-52,온누리상품권,Y,N
부평깡시장,인천광역시 부평구 시장로 79번길 36-3,인천 부평구 부평4동 252-3,온누리상품권,Y,Y
부평종합시장,인천광역시 부평구 주부토로 22번길,인천 부평구 부평4동 360-1,온누리상품권,Y,N
거북시장,인천광역시 서구 가정로 208,인천 서구 석남동 548,없음,N,N
신거북시장,인천광역시 서구 가정로 208,인천 서구 석남동 540-15,온누리상품권,Y,Y
가좌시장,인천광역시 서구 가좌로 96번길 35,인천 서구 가좌동 30-40,온누리상품권,Y,N
인천축산물시장,인천광역시 서구 가좌로 96번길 35(인 우상가 203),인천 서구 가좌동 480-19,온누리상품권,Y,N
강남시장,인천광역시 서구 강남로 14,인천 서구 석남동 454-19,온누리상품권,N,Y
정서진 중앙시장,인천광역시 서구 석곶로 8번길 7-10,인천 서구 가정동 505,온누리상품권,Y,N
연수구옥련시장,인천광역시 연수구 옥련동 462-32,인천 연수구 옥련동 462-32,온누리상품권,N,N
연수송도역전시장,인천광역시 연수구 한나루로 196번길,인천 연수구 옥련동 308-21,없음,Y,N
신흥시장,인천광역시 중구 서해대로 464번길 10,인천 중구 선화동 30,온누리상품권,Y,Y
인천종합어시장,인천광역시 중구 연안부두로 33번길 37,인천 중구 항동7가 27-69,온누리상품권,Y,Y
신포시장,인천광역시 중구 우현로 45번길 25-1,인천 중구 신포동 3-2,온누리상품권,Y,Y
강진읍시장,전라남도 강진군 강진읍 시장길 19,전남 강진군 강진읍 시장길 19,온누리상품권,Y,Y
마량5일시장,전라남도 강진군 마량면 마량5길 11,전남 강진군 마량면 마량5길 11,없음,Y,N
병영5일시장,전라남도 강진군 병영면 남산인길 6,전남 강진군 병영면 남산인길 6,온누리상품권,Y,Y
고흥전통시장,전라남도 고흥군 고흥읍 시장길 1,전남 고흥군 고흥읍 남계리 628번지,온누리상품권,Y,Y
과역전통시장,전라남도 고흥군 과역면 시장안길,전남 고흥군 과역면 과역리 162번지,온누리상품권,Y,Y
녹동전통시장,전라남도 고흥군 도양읍 녹동시장,전남 고흥군 도양읍 봉암리 2699-6,온누리상품권,Y,Y
도화전통시장,전라남도 고흥군 도화면 동신길 16,전남 고흥군 도화면 당오리 568-1,없음,Y,Y
동강전통시장,전라남도 고흥군 동강면 원유둔 4길,전남 고흥군 동강면 유둔리 7-2번지,없음,Y,Y
봉래전통시장,전라남도 고흥군 봉래면 산궁리,전남 고흥군 봉래면 신금리 878-141,없음,Y,Y
곡성기차마을전통시장,전라남도 곡성군 곡성읍 읍내리 208,전남 곡성군 곡성읍 읍내리 208,온누리상품권,Y,Y
석곡전통시장,전라남도 곡성군 석곡면 석곡로 70,전남 곡성군 석곡면 석곡리 204,없음,Y,Y
옥과5일시장,전라남도 곡성군 옥과면 천변로 135,전남 곡성군 옥과면 리문리 177,온누리상품권,Y,Y
광양상설시장,전라남도 광양시 광양읍 매일시장길 20,전남 광양시 광양읍 읍내리 252-1,온누리상품권,Y,Y
광양5일시장,전라남도 광양시 광양읍 백운로 3,전남 광양시 광양읍 목성리 696-3,온누리상품권,Y,Y
광영상설시장,전라남도 광양시 광영시장길 19,전남 광양시 광영동 682번지,온누리상품권,Y,Y
옥곡5일시장,전라남도 광양시 옥곡면 큰골 1길,전남 광양시 옥곡면 신금리 1337-1,온누리상품권,Y,Y
중마상설시장,전라남도 광양시 중마 중앙로 88,전남 광양시 중동 1732-3,온누리상품권,Y,Y
진상5일시장,전라남도 광양시 진상면 학연로 4,전남 광양시 진상면 섬거리 305-2,없음,Y,Y
구례상설시장,전라남도 구례군 구례읍 구례1길 45-6,전남 구례군 구례읍 봉동리 378-1번지,온누리상품권,Y,Y
구례5일시장,전라남도 구례군 구례읍 봉롱지 오일 시장 작은길,전남 구례군 구례읍 봉동리 189-5번지,없음,Y,Y
지리산나들이장터,전라남도 구례군 산동면,전남 구례군 산동면 원촌리 101-2번지,온누리상품권,Y,Y
공산5일시장,전라남도 나주시 공산면 공산로 12,전남 나주시 공산면 금곡리 855-1번지,온누리상품권,Y,Y
남평5일시장,전라남도 나주시 남평읍 지석로21,전남 나주시 남평읍 181-1번지,온누리상품권,Y,Y
다시5일시장,전라남도 나주시 다시면 다시로,전남 나주시 다시면 동곡 39-1번지,온누리상품권,Y,Y
세지5일장,전라남도 나주시 세지면 세지로 4,전남 나주시 세지면 오봉리 246-3번지,온누리상품권,Y,Y
나주목사고을시장,전라남도 나주시 청동길 14,전남 나주시 삼도동 1388-2번지,온누리상품권,Y,Y
영산포풍물시장,전라남도 나주시 풍물 시장 길,전남 나주시 이창동 765번지,온누리상품권,Y,Y
담양시장,전라남도 담양군 담양읍 담주4길 40,전남 담양군 담양읍 담주리 7번지 외 3,없음,Y,Y
창평전통시장,전라남도 담양군 창평면 창평리,전남 담양군 창평면 창평리 209-1번지 외 8필지,온누리상품권,Y,Y
목포종합수산시장,전라남도 목포시 동명동,전남 목포시 광동1가 4-13번지 외,온누리상품권,Y,Y
중앙식료시장,전라남도 목포시 삼일로 13번길 18-2,전남 목포시 남교동 88번지,온누리상품권,Y,Y
청호시장,전라남도 목포시 석현로 28번길,전남 목포시 석현동 1171번지,온누리상품권,Y,Y
항동시장,전라남도 목포시 수강로 12번길 20,전남 목포시 수강동1가 1번지 외,온누리상품권,Y,Y
신중앙시장,전라남도 목포시 신정동 1732,전남 목포시 산정동 1732번지,온누리상품권,Y,Y
동부시장(목포),전라남도 목포시 영산로 257번길 15,전남 목포시 용당동 1052번지,온누리상품권,Y,Y
자유시장,전라남도 목포시 자유로 122,전남 목포시 산정동 1383번지,온누리상품권,Y,Y
망운전통시장,전라남도 무안군 망운면 조산길 2,전남 무안군 망운면 목동리 595-5번지,없음,Y,Y
무안전통시장,전라남도 무안군 무안읍 불무로 23,전남 무안군 무안읍 성남리 813-2번지,없음,Y,Y
일로전통시장,전라남도 무안군 일로읍 시장길 1,전남 무안군 일로읍 월암리 111-9번지,온누리상품권,Y,Y
예당5일시장,전라남도 보성군 득량면 예당길 165,전남 보성군 득량면 예당리 466,없음,Y,Y
벌교5일시장,전라남도 보성군 벌교읍 시장1길 10,전남 보성군 벌교읍 시장1길 15번지,온누리상품권,Y,Y
벌교매일시장,전라남도 보성군 벌교읍 시장2길 10-1,전남 보성군 벌교읍 벌교리 887-22,온누리상품권,Y,Y
"녹차골보성향토시장(구,보성읍5일시장)",전라남도 보성군 보성읍 봉화로 53,전남 보성군 보성읍 현충로 42번지,온누리상품권,Y,Y
보성매일시장,전라남도 보성군 보성읍 신흥길 9,전남 보성군 보성읍 신흥길 9번지,온누리상품권,Y,N
복내5일시장,전라남도 보성군 복내면 송재로 1838,전남 보성군 복내면 송채로 1838-12번지,없음,Y,N
조성5일시장,전라남도 보성군 조성면 조성로 90,전남 보성군 조성면 조성로 90-5번지,없음,Y,Y
회천5일시장,전라남도 보성군 회천면 시장길 20-4,전남 보성군 회천면 회현리 20번지,없음,Y,N
괴목시장,전라남도 순천시 괴목길 27,전남 순천시 황전면 괴목길 27,온누리상품권,Y,Y
중앙시장,전라남도 순천시 남내동,전남 순천시 중앙시장길 18,온누리상품권,Y,Y
웃장,전라남도 순천시 북문길 40,전남 순천시 북문길 40,온누리상품권,Y,Y
승주시장,전라남도 순천시 승주읍 승주 시장길,전남 순천시 승주읍 서평리 43,없음,Y,N
역전시장,전라남도 순천시 역전장길 9,전남 순천시 역전장길 9,온누리상품권,Y,Y
아랫장,전라남도 순천시 장평로 60,전남 순천시 장평로 60,온누리상품권,Y,Y
주암시장,전라남도 순천시 주암면 주암호길 4,전남 순천시 주암면 주암호길 7,없음,Y,Y
지도시장,전라남도 신안군 지도읍 읍내길 10-6,전남 신안군 지도읍 읍내리 168-5번지,없음,Y,N
여수수산시장,전라남도 여수시 교동 680,전남 여수시 교동 680번지 ,온누리상품권,Y,N
교동시장,전라남도 여수시 교동시장1길 15-10,전남 여수시 교동 606-1,온누리상품권,Y,N
여수수산물특화시장,전라남도 여수시 남산로 60-31,전남 여수시 남산동 4번지 ,온누리상품권,Y,Y
봉산시장,전라남도 여수시 봉산1로 12,전남 여수시 봉산동 274-4번지 ,없음,Y,Y
여수서시장주변시장,전라남도 여수시 서교2길 2-7,전남 여수시 서교동 534-23번지,온누리상품권,Y,N
덕양시장,전라남도 여수시 소라면 덕양리,전남 여수시 소라면 덕양리 1270-1번지,없음,Y,Y
해안로건어물상가시장,전라남도 여수시 이순신광장로49,전남 여수시 교동 487 ,온누리상품권,Y,Y
서시장,전라남도 여수시 좌수영로 16-6,전남 여수시 서교동 280번지,온누리상품권,Y,Y
중앙시장,전라남도 여수시 중앙로 43,전남 여수시 교동 400-1번지 ,온누리상품권,Y,Y
선어시장,전라남도 여수시 중앙로 90,전남 여수시 중앙동 362-1,온누리상품권,Y,N
동시장,전라남도 여수시 하멜로 9-14,전남 여수시 관문동 251-4번지,없음,Y,Y
